Index,Review,Manual Presence Label
16576,Disgusting over cooked I could had get better Chinese food from Safeway dellie ewww,Visited
16577,Exellent views,Rumor
16578,"Nice place, I will go back to learn more.",Rumor
16579,AARP had free income tax help,Rumor
16580,Always awesome,Rumor
16581,Fantastic food had at a decent if not reasonable price. Full bar service too.  Great first-date spot.  Highly recommend the ever changing seafood special. These guys do fish well.,Visited
16582,Good view and atmosphere. Shuttle service is a nice touch. Prices in line with other high end restaurants in Sitka. Portion size verse price is a little off on some dishes.,Visited
16583,It's a nice clean store. . Nice people. . But I don't know who designed the parking lot. . But it is the worst.,Rumor
16584,Food shop is a plus.,Visited
16585,Rent 3 to 4 times a year thay are good love Tham,Rumor
16586,"The best Indian food buffet in Anchorage. No beef, no pork!",Visited
16587,Excellent,Rumor
16588,"We live out in the Alaskan Bush, with no vet for 400 miles. When our dog started peeing blood and throwing up, we sought out a recommendation from our local dog rescue who pointed us to Midnight Sun. She is a very large pup (125lbs and lanky), and hates being away from her people, so I was nervous about shipping her out without us. From the moment she arrived at Midnight Sun, they were kind and communicative. They let me know when she arrived, and the vet herself (not a vet tech or receptionist, which is often the case) called to discuss her care, asking permission prior to performing X-rays, and patiently answering my questions even though it was late in the evening.  I am also in the medical field, which I did not disclose to her doctor at that time, and I was very impressed with how through she was, and how she spoke to me. She clearly is an animal lover and not just there for the income. I believe it was Doctor Hefley that I spoke with, but I'm not positive as it was late and I was exhausted. Luna had to spend the night due to flight times, and was to fly out the following day, but an incompetent courier service resulted in a second overnight stay. At this point I was really anxious to get my pup home, and I was delighted when one of the employees, Darby, called and asked if I would like pictures of Luna to settle my mind. Obviously I said yes. She was not in a crate, but a playpen with toys, getting attention from staff (I will say, she is a pro at getting attention ;) )

In regards to the cost of treatment: Yes, it's expensive. However, $200 for an X-ray is pretty standard at a vet. Vet fees vary for an office visit, but this is an emergency vet, so just like an ER visit for people, you have to assume a higher exam cost. This is not a lot cost clinic, however in being a pet owner, one must understand that there might be an emergency.  And unlike other vets that we have been to, we were not charged for repeat x-rays that they did to ""double check"" their own work the following morning.  Being a pet owner in a place that requires a flight and a courier to get my pup to the vet, I'm grateful that a place like Midnight Sun is there to treat her with compassion.",Visited
16589,"I love New Sagaya because the have an excellent slection of Asian foods (an chocolates!) It's my go-to place when I want to get ingredients for an Asian dish, pick up some poke, sashimi, or grab a Hammonds chocolate bar. It is definitely a unique store that always has me wanting to explore every single aisle and shelf for something new.",Visited
16590,Nail Boutique has easy access and good parking. The staff was very friendly and professional. This was my 1st time there and I will definitely be going back. They are very artistic also BONUS!!! Thank you Nail Boutique..,Rumor
16591,Very nice lake walk with spectacular views.,Rumor
16592,"A bit pricey but remains a standard bearer for excellent, fresh Thai and some of the best food in Fairbanks. Very Friendly!",Visited
16593,Nice place can't remember much after my visit.,Rumor
16594,What's not to like?,Rumor
16595,Great bloody Mary's and the food was delicious! The service was equally great!,Visited
16596,The front counter ladies are always so polite and the food is great.,Visited
16597,They have a delicious and diverse menu. The atmosphere is cozy :),Rumor
16598,Good fried zucchini,Rumor
16599,It's a great place to go grocery shopping and the workers are nice.,Rumor
16600,"Ask if a lemonade could be added to the combo, and was told yes.  After the price was quoted, it when over, I asked if they were charging extra for the lemonade. The rude answer was yes it coast money? I asked hiw much more are you changing she said 50 more. I kept my cool and pay for my order.",Rumor
16601,Great coffee and wonderful maple bars,Rumor
16602,"Sat for a while before we got water or gave our order. Food was mediocre, friendly staff, but lousy service. No military discount? Very sad",Visited
16603,I went to cold stone next to it,Rumor
16604,Mother nature at her finest,Rumor
16605,Waited 35 minutes during slow tome caused by covid. Every minute was totally worth it to be honest.  We went with a half/half buffalo chicken and fire house...absolutely amazing incredible!  The beers here that are brewed by the same company will steal your heart as well.  Service on point as was the coordination of getting in and out and dining in and taking out!  100/100,Visited
16606,It's a nice mall,Rumor
16607,Fun lots of neat stuff,Rumor
16608,Gr8 place to shop for bulk foods,Visited
16609,I like this tire shop and appointments are nice no waiting ! Thank you Lyle.,Rumor
16610,They do a great job cleaning your vehicle. It is the best car wash in Alaska.,Rumor
16611,Sorry never been there,Rumor
16612,"If you need to rent a car this is the place to go. They are willing to help, and the transaction is fairly fast.",Rumor
16613,"Extremely well organized, informative and relaxing.",Rumor
16614,Our family love to come to Land's End for a getaway. The view of the beach is breath taking. I would definetly recommend this place. They have lot of promotions going on so I would recommend checking out their website.,Rumor
16615,Best chicken fried steak,Rumor
16616,"My first time visiting this place, I called ahead to check their prices which were cheap...so I was a little worried but wanted to get a fill quick. When I pulled up to the place I debated on turning around..it looks so bad from the outside, but the inside is nice. It's cutely decorated and very clean. My fill was quick and the customer service was great. Definitely will go back.",Visited
16617,"Great selection of fireworks and staff can explain what each firework does, so you can literally get the best bang for your buck! :)",Rumor
16618,AMAZING the food is great the service is great fast and food is steaming hot and the price is fair also,Visited
16619,Nice place for painting staff is really nice,Rumor
16620,Taco bell as always was great!,Rumor
16621,Good times! Gooood times!!,Rumor
16622,Best place in town for groceries!,Rumor
16623,N/N,Rumor
16624,Local.frendly,Rumor
16625,Because the young man working there June 18th around 5 was the best person you could ever want to serve coffee. The young man was Alaska native and gave us his plans for the future. He's very well educated and has a good life ahead of him. Thank you Starbucks for hiring such an inspirational person. He was the highlight of our visit.,Rumor
