Index,Review,Label,Manual Advert Label
14537,Can't go wrong with Papa Murphy's they treat you right and eating is a delight.,Legitimate,Legitimate
14538,A cute little restaurant that I've driven by a million times. So glad I stopped by. I had the queen tostada. It was outstanding. I'll definitely be back.,Legitimate,Legitimate
14539,"Food is great, cookies are amazing",Advertisement,Advertisement
14540,"I only want to say this but I want to know whos Katy is...
She pretty cute for a person to work there"" okay so for the food it tast ebetter then mcodnald and burger king :)

anyway about katy how old is she?
is she single???
is she the perfect cooker chef???",Legitimate,Legitimate
14541,"The service and the food was excellent, short menu a little expensive but very good food",Legitimate,Advertisement
14542,Great Place,Advertisement,Legitimate
14543,Great place to wait while you order pizza from Marco T,Advertisement,Legitimate
14544,Canned food but okay if you don't mind,Legitimate,Legitimate
14545,Awesome store,Advertisement,Legitimate
14546,"20 minute wait for water, tea that tasted/looked like dirt suspended in water, severely undercooked risotto and a finally of an overcooked steak.   It looked like the medium rare steak was cooked first because the herb butter had melted and dried on the steak.  Everything is overpriced.  The only complement my wife had was the food’s presentation was nice.   In my opinion, they are trying too hard and the kitchen staff cannot execute the menu.

After waiting forever for our food, the server told us we had 10 minutes to finish our coffee and dessert.  Due to the slow service we could not even have a conversation after dessert before the 1.5 hour time limit expired.

We requested help help from other servers more than we talked to our own server.  The response we got was, we’ll tell your server.  All-in-all, our first experience will be our last.",Legitimate,Legitimate
14547,My boyfriend spends too much money here. It's better than a strip club.  So I'm happy.,Legitimate,Legitimate
14548,A pretty nice place to watch movies in anchorage of my choice,Legitimate,Legitimate
14549,"There were a few items, other that I was shopping for, that were not in-stock. This was obvious due to the gaping holes left on the stock shelves. I had no issue with finding and obtaining what I came for.
Walmart appears to be heading towards a cashless exchange system. They provide fewer and fewer actual checkers as time goes on. There are ""Scan-n-Go"" check-out  lanes a-plenty for those with debit or credit cards. Presently, this leads to standing in line for those not in-the-know.",Legitimate,Legitimate
14550,Purple turt leak???? LOL Jk jk you guys did a great job even got the Gummy bears out of hibernation under the back seat!,Advertisement,Legitimate
14551,"Good food, not spicy at all.",Legitimate,Legitimate
14552,"Great food wonderful serving staff, Skylar!",Advertisement,Legitimate
14553,It's a Walmart.  What more is there to say,Legitimate,Legitimate
14554,Always served with a smile. Great way to start the day.,Advertisement,Legitimate
14555,"Help was great for a clueless Mom, had everything on my gear list.",Advertisement,Legitimate
14556,It's a dock with no services for tourists,Legitimate,Legitimate
14557,Always love this place. Went twice on out last homer trip. Wonderful friendly bartenders and the people are always great conversation.  Must go!,Advertisement,Advertisement
14558,The milkshakes here are a must try. I love that the menu has a few different things on it so that if you want to eat lighter cheaper meal you can and if you want to go all in you can as well.,Advertisement,Advertisement
14559,"Very busy in there and they swiftly and perfesionately got me in and out.  Very professional
.",Legitimate,Legitimate
14560,The service was great but the food was mediocre-poor.  My wife and i ordered appetizers( crab cakes and nachos). The nachos had a bad after taste after eating each bite and the chips were horrible. The crab cakes are like sliders and it felt as if was drowned in the dry coleslaw. I took the crab cakes and ate it by itself. The bread for the sliders were overbearing. The bread was bigger than the crab cake proportion so i took the bread edges off.  We didn't finish our appetizers so we ordered food.  I had the prime rib which was a special and what seemed a staple i was told there. The prime rib was dry and was well done. I requested it medium rare. I dared not to try the dessert given our previous meals. My wife ordered a salad and was afraid to try anything else given how the appetizers were. The salad was good. I can tell you the drinks were good and the waitress kept my alcohol topped off so eating my food was manageable. Im willing to try again but not too soon. Maybe in the future and my review may change.,Advertisement,Legitimate
14561,Chicken strip sandwich for the win,Legitimate,Legitimate
14562,"We’ve had multiple visits and we’ve always had excellent food & service. As for the views and setting, just look at the posted pictures. After dining, go for a walk, visit the Art Galleries, view the lagoon. Very worth the visit.",Legitimate,Advertisement
14563,"It's spotty with other national franchises, but this is the better village inn in town. Food isn't all that tasteful, but the atmosphere makes up for it. When you can spend hours in a place visiting with friends and even playing jenga, while not blowing the bank, you have me sold!",Legitimate,Legitimate
14564,Fun to hangout and explore.,Legitimate,Legitimate
14565,Love the dog park.b,Advertisement,Advertisement
14566,Great spot for sushi,Advertisement,Legitimate
14567,"I always buy my furniture at Bailey's. They always have a friendly staff that do not hover over you or make you feel pressured in any way. Their prices are great and i love not having to wait for a sale, as their prices are the same all the time.",Advertisement,Advertisement
14568,Really nice mountain view,Insufficient Context,Legitimate
14569,Always friendly people,Insufficient Context,Legitimate
14570,First time eating here. Food was a bit slow to arrive but well worth the wait. I had the Reuben with Onion Rings and it was fantastic!,Advertisement,Legitimate
14571,Being local we typically go sit in the bar area it's a nice ambiance and the menu is reasonably priced. Our kids are six and three and we find the bar area very accommodating.the waitresses and waiters are great in the cocktails are good!!,Advertisement,Legitimate
14572,YK Delta is an incredible place to see.,Advertisement,Legitimate
14573,Good food. Lots of parking.,Legitimate,Legitimate
