,0
16173,"I want to like this diner. I want to love this diner, because it is my new local diner. However, the food is extremely bland and greasy. I've tried 5 times now to love them and it isn't even a chance at liking. The service is mediocre at best, the pies taste like something from a grocery store freezer, not something homemade. The breakfasts are over greasy and everything tastes like the grill, no individual flavors to enjoy. The meatloaf, which is a personal favorite, definitely needs improvement. Denali Diner or Windbreak are still my go to diners."
16174,The sushi boat had nice cuts of fish but rather plain rolls. The sake selection is pretty diverse and as sweet sake goes the plum and the apple were delicious. Mongolia beef was a nice balance with tender meat.
16175,Delicious food!!!!!!
16176,Oh my God is this place GREAT.... FOOD and SERVICE!!!!!!!
16177,Rented in August. Vehicle was present snd in good condition. No problems at all. BE SURE to take photos before AND after drop off.
16178,Great food and waitress(Allison).
16179,my husband loves this place
16180,Food was good. Not enough crab legs for the price!
16181,Food was awesome! The only complaint I have was that they brought my salad and main course too close together.
16182,"Amazing selection of beads, charms and jewelry finding. Owner is super nice and friendly"
16183,They never get my order correct. The food is put together haphazardly with no regard for presentation nor do they give you the accurate order. I have come here many times but never again. I can give numerous stories as to what has happened on all my visits but I will not waste my time or yours. Do not go here. Horrible customer service horrible food horrible accuracy horrible wait time. I love Taco Bell but just not this one.
16184,Grocery store
16185,"Welcome to Alaskan Walmart, where prices are high and so are the people.

Yeah, it's okay."
16186,Beautiful scenery in
16187,Good take out
16188,Service is fast. So many spices and seasonings I just can't get anywhere else. Great food and Kaladis too?!? Yes please!
16189,Everything good except sometimes prices are a bit high for my budget.
16190,Pet mega store
16191,"Good food and drinks, pleasant environment"
16192,Best hot wings in Anchorage!
16193,"My van broke down on the side of the Thruway I was able to Coast off, I saw the tow truck driver unloading a vehicle I was able to speak with him call the office they had me loaded up within 15 minutes and off to the repair shop, I am beyond thankful to the whole crew for getting me back on the road. Andrew is the man!"
16194,"Great coffee, very friendly service, and quick too! Love this place. I've ordered everything from mochas to lattes, and smoothies. I have never been disappointed."
16195,Great food
16196,Love this place. Great food and staff. Sushi M-F 5-9
16197,"Good food, lots of TV screens, football was on so it was packed and loud, service was good as well."
16198,Place was clean and workors was nice. Food and drinks are expensive. Theater was nice and clean and over all it was good experience.
16199,"Walmart, has what you need st an ok price.  My go-to place."
16200,"A classic style hotel. Old but well maintained, small bar/restaurant at the lobby free airport / hotel shuttle. Hotel have a breakfast, also the staff is friendly but some times it seem like they are so stressed that customer service disappear. Maybe management can improve this. Since there is always room for improvement. Remember this is a 3 star hotel."
16201,Great staff. Appreciated how much knowledge  they had for buying a electric rolling machine for the first time. And what kind of tobacco to get that's similar to the brand I smoke.
16202,Loved our Captain Tiff from Hawaii. Very knowledgeable and interesting tour
16203,The park is dirty  its a burn car park on the parking lot
16204,"I have usually enjoyed my experiences here. One time I had a not so friendly encounter with a not so friendly manager who said their burger machine was broken and we should leave because it would take 2 hours for burgers to come out? Everyone else was getting their food, so we decided to order. We got our burgers right on time, but we felt pretty discriminated against. Every other time I have been there, I have really enjoyed it however, and will definitely go back next time I find myself down in Anchorage"
16205,"Good food, clean place, good atmosphere!"
16206,"Great selection of clothing for everyone, but one of the workers was snobby."
16207,Great
16208,I went after work. Gave them a quick call she said come on in at 730.. I have terribly damaged hair since i dye it so much but my stylist was up for the challenge very nice and knowledgeable she gave me a great trim and fresh layers. She recommended this olyplex(?) moisturizing/bonding treatment im trying this friday
