,0
14227,The hallway smelled musty and kind of stinky in the pool was empty and the lady at the front desk was not very nice at all customer service horrible I do not recommend extended stay but the rooms are cheap but yet what you pay for.
14228,Yes there is a yummy salsa bar there that alone is super yummy! Food and service both are great everytime!
14229,Great dive bar! Love it!
14230,We went in with hopes to get my husband and his brothers tattoos and the man who greeted them was very rude and not at all accommodating! He was behind the desk in the back asking questions then told them to come around! ALL IN ALL RUDE!!! DONT RECOMMEND AT ALL!!!
14231,The ceviche was amazing!
14232,Nice rooms. Continental breakfast is horrid. Left my phone charger block in the room. And they said they couldn't find it. Doubt if they even looked.
14233,love to play here. always improving the course; they now have a full course plus
14234,Beautiful
14235,Always a friendly experience.
14236,The park needs fences by the street and water
14237,"Busy, but the clerk waited on me quickly, and my pizza was ready shortly after I paid for it."
14238,Only thing we found in Alaska that was HALF the price of what we normally pay in lower 48 for all the same snacks and tickets......which is funny because I was not expecting it to be cheaper.  Saw Valerian and loved it!  Would definitely come again next time we are in Fairbanks.  Made for a relaxing day.
14239,Great food and coffee in a lovely atmosphere.
14240,Not good service and portions ate small
14241,Got what I needed. Good trip.
14242,"Parking lot is large, fenced area is decent sized. There are doggy bags on site for cleaning up after your pet."
14243,"Uniquely themed Alaska original artwork. Quality Hoodies and T's and handful of other craft products and stickers. Also 1 of 2 ""Onewheel"" dealers in town.  Great place."
14244,"They are a great help with food needs for those who need it. Even if they do not yet believe in God, they are seeing a church that does good works in his name."
14245,really great Italian food   nice atmosphere too
14246,"Very good locally brewed beer, worth the short drive"
14247,Has location...but will they exist?
14248,Lots of stores
14249,They change the floor plan on the store it seems everytime I go here. Other than that they have most of everything I'm looking for at good prices with a reasonable variety. There's usually always a 5-10 min wait to check out. 20-60 min wait during any major holiday season.
14250,"Friendly staff, great surround sound, hard uncomfortable seats"
14251,Best latte ever
14252,It'll be better when cars goes back in Sears Mall and then they won't call the Sears Mall anymore cuz there's no more Sears
14253,"I love books, so"
14254,Great food great service great people!
14255,So good one of favorite places in Anchorage
14256,"Low quality food, slow service. I only liked their drinks, but other places have equal or higher quality even then. Nice staff."
14257,"Food great, cozy dinning"
14258,"Every time I have to make a stop at the craft store Michael’s, I have to have to go into the Petco. I am a huge animal lover I buy my dogs so many treats and toys weekly. So it shouldn’t be any surprise that I love Petco I feel like it offers so many more services then its competitors. They have classes open to the public for Animal training of all sorts. They got animal feed cages close leashes toys if you think your animal would love it it’s probably at the store. I always get the latest Animal treat samples for my dogs now I will say that some of them are pretty healthy as healthy alternatives for dogs so might be too picky dogs won’t need it but I have a pitbull that’s a garbage disposer, & He’s happy to take them all."
14259,"My fiancé and I went in for a few things and noticed there were boxes and stockpiled carts full of items to be put on shelves and also were blocking narrow aisles. Rude female customers in the makeup section that wouldn't move for the life of them while they stared at their phone scrolling by those said stockpiled carts. Then, asked for my receipt at the register for already-purchased makeup and looked at like I had stole it until my fiancé came back with an unbroken case of soda since one was broke and empty in the box. I guess with the ghetto side of town that's what a person can expect. Didn't find any corks in the arts aisle or in the kitchen utensils aisle either. Exiting, there was no employee to check our receipt. Good luck finding someone who speaks fluent or unbroken English working there."
14260,"Everytime I've ever gone, which is atleast once a year, is always over priced garbage food with the illusion of fine dining. Lousy service and when I have complained was told if I don't like it i can pay and leave when I didn't even touch the food. I have gotten better food from truck stops"
14261,A little pricey but really good food. Their house vinaigrette is amazing
14262,Good portions and good food.  Thank you!
14263,They are good but the hood I bought from them was bent at the front and won't shut all the way. I wish they would have told me that before I already bought the hood.
