0,Primary Label,Secondary Label,Tertiary Label,Explanation
It's ok,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
don't listen to the whiny female's post above maybe she is a piece of trash - she obviously name calls like a 5 year old,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
great staff and reasonable prices for services rendered.,Taste,,,
Fantastic,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Great service, friendly communicative staff, awesome service report complete with photos of all work performed!",Taste,Customer Service,,
"(Translated by Google) Packed by

(Original)
Packed af",Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
A very classy place to get some grass! Great prices and variety!,Taste,Price,,
And then my co workers had to suffer,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Paul did a wonderful job fixing up our Subaru. Instead of purchasing unnecessary parts automatically, he was able to simply repair what was already there. He was very expedient, and kept me updating with phone calls regarding how the job was going and when parts would arrive. He did his best to keep costs down but not skimp on quality. I was really pleased to find that Paul was exceptionally polite and well mannered. Sometimes auto mechanics can be condescending or brash (looking at you, Mr. Lube), but I found just the opposite. Paul really took the time for wonderful customer service and did a fantastic job.",Quality,Customer Service,,
Sushi is really good here. Haven't tried anything except the sushi yet,Quality,,None,
A nice place,Location,,,
Always good,Quality,,,
Nicest staff. Love the breakfast items and sweet treats. Also happens to have good drinks.,Taste,Customer Service,,
Awesome camping and outdoor recreation,Outdoor,,,
Nice atmosphere and friendly staff,Customer Service,,,
"Great food, great ambiance, great drinks. You can definitely run into waiting for 40 minutes or more and some hostesses are a little less than thrilled to be there.

If you haven't had rockfish, get it here!",Taste,Customer Service,,
"It's nice to have a store that sells mostly health conscious foods, and their prices are very fair. The store is clean, and there are often empty boxes by the door for packing groceries in.",Restaurant,Price,,
Good car wash,Quality,,,
Fun place to swim and explore. My boy was fascinated by the power plant.,Location,Experience,,
They were great.  Answered all questions to my satisfaction.  Bought a twin mattress set with base and 2 sheet sets.   Might as well buy a cooling pillow while there.  I'm excited that they deliver also.,Taste,,None,
"Clean, relaxing",Cleanliness,,,
Clean comfortable and affordable friendly helpful staff,Customer Service,,,
Great.. thay always have what I am looking for and many things I didn't know I needed 🤔🤗,Taste,,None,
Awesome place. Good food and coffee. Good menu,Quality,,,
OVER PRICED AND COLD FRIES,Taste,,,
Great people,Taste,,,
great service quick and easy,Taste,,,
"Great selection, quick check out",Taste,,,
Best glacier hike for anyone. Cold but worth it.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"I need to live in this store! Delicious,  even the lady wasn't smiling.",Taste,,None,
"The food is amazing! The staff are amazing, Eric the Manager always greets you with kindness and a smile, you won’t find better wings anywhere!",Restaurant,Customer Service,,
Service was very pleasant.  Meal was ok.,Customer Service,,,
Excellent products,Quality,,,
"A great moderate to strenuous hike especiallyduringthe winter months...lots of climbing walking, glasading on ice. There are 3 places that have a rope attached to a tree to assist with the hike.  Trails are maintained for about 3 miles...after that highly suggest downloading the url that is provided at one of the stops along the trail.  Remember to bring your ice tracks, gaiters and hiking poles...will make the hike easier.",Taste,,None,
A quiet place to grab a coffee or a bite to eat at the end of Tudor.,Restaurant,,None,
Really good FRESH made Chicken. Always crispy and hot.,Quality,,,
Cute little place with great food.,Taste,,,
"The BEST fast food. Sometimes things happen, and you need food, if you MUST eat fast food, Wendy's is the best. BEST in taste, freshness, Nutrition and value.",Taste,Convenience,,
"Great place ,very busy",Taste,,,
Would Customer was great. Room was clean and very spacious.,Taste,,,
Great selection of books. Wait time for checking out would be shorter if there was more than two cashier's.,Taste,Customer Service,,
Yum!!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
My family and I really enjoyed the walk through the wildlife complex. As an avid hunter I really support their efforts towards the re-establishment of the Wood Bison and Muskoxen into Alaska!,Experience,,None,
Great food and service. Good people all around.,Taste,,,
"FOR TIRES INSTALLATION.

TLDR: I recommend American Tire & Co for tires over Costco. If you have a Costco Tire appointment, plan for a wait for at least 2 hours, if not longer.

Made an appointment for winter tires, special order because they weren't in stock in the store. Made an appointment for 5PM, was out of the store by 840 PM. Even if you make an appointment, plan for at least a 2 hour wait if not longer. There was a group of us in similar situations, all waiting for our tires to be put on. On a positive note, met some friendly people while waiting.

Fast forward a day after. Had a flat while going to work, the  valve stem was defective and leaking air, causing the flat. Had to put spare on, no problem. Drove to Costco at 10AM sharp, guy told me 45min ETA. No problem. Hour of shopping later, they told me it will be 15 minutes until they pull in my car and start working on it, because I was a walk in.

If you want tires, Costco is an option, but I recommend going to American Tire & Auto, which I have done before with no problems. I only went to Costco because I was going to move stateside eventually, so I thought why not. I'm giving 3 stars just because of Emmit, good guy, very helpful.",Quality,Customer Service,,
